Vendor,"GRAPHTEC Corporation"
Model,"GL840"
Version,"Ver1.31  "
MaxChannel,20
GSStartCH,20
WLStartCH,20
MaxLogicChannel,4
Logic/Pulse,Off,Off,Off,Off,Off,Off,Off
TempUnit,C
Sampling interval,100ms
Total data points,6079      
Trigger,0         
Start time,2026-02-27,13:07:35
End time,2026-02-27,13:17:43
Trigger time,2026-02-27,13:07:35
AMP settings
CH,Signal name,Amp,Input,Range,Temperature Range,Filter,Span,,Unit,Color,,,Line Width
CH1,"Z1","M",TEMP,TC_J,500degC,Off,+500.00,-50.00,[degC],0,13,23,0
CH2,"Z2","M",TEMP,TC_J,500degC,Off,+500.00,-50.00,[degC],28,5,6,0
CH3,"Z3","M",TEMP,TC_J,500degC,Off,+500.00,-50.00,[degC],9,22,8,0
CH4,"IC6","M",TEMP,TC_J,500degC,Off,+500.00,-50.00,[degC],21,0,21,0
CH5,"L6","M",TEMP,TC_J,500degC,Off,+500.00,-50.00,[degC],28,16,2,0
CH6,"T19","M",TEMP,TC_J,500degC,Off,+500.00,-50.00,[degC],5,23,30,0
CH10,"CH10","M",DC,5V,,Off,+2.500,-2.500,[V],19,27,0,0
CH11,"CH11","M",DC,1-5V,,Off,+5.000,+1.000,[V],28,5,6,0
Calc settings
CH,Left term,Operator,Right term,Scaling,Span,,Unit
Data
Number,Date&Time,ms,CH1,CH2,CH3,CH4,CH5,CH6,CH10,CH11,Alarm1-10,Alarm11-20,AlarmOut
      1230,2026/02/27 13:09:37,900,+ 52.65,+ 32.80,+ 30.90,+ 33.75,+ 31.75,+ 30.70,+ 2.063,+ 0.997,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1231,2026/02/27 13:09:38,  0,+ 52.65,+ 32.85,+ 30.90,+ 33.80,+ 31.80,+ 30.65,+ 2.063,+ 0.997,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1232,2026/02/27 13:09:38,100,+ 52.65,+ 32.85,+ 30.90,+ 33.85,+ 31.80,+ 30.65,+ 2.063,+ 0.997,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1233,2026/02/27 13:09:38,200,+ 52.65,+ 32.85,+ 30.90,+ 33.75,+ 31.80,+ 30.70,+ 2.063,+ 0.997,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1234,2026/02/27 13:09:38,300,+ 52.65,+ 32.85,+ 30.90,+ 33.80,+ 31.80,+ 30.70,+ 2.063,+ 0.997,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1235,2026/02/27 13:09:38,400,+ 52.65,+ 32.85,+ 30.95,+ 33.85,+ 31.85,+ 30.70,+ 2.062,+ 0.997,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1236,2026/02/27 13:09:38,500,+ 52.65,+ 32.85,+ 30.95,+ 33.85,+ 31.85,+ 30.70,+ 2.062,+ 0.997,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1237,2026/02/27 13:09:38,600,+ 52.65,+ 32.90,+ 30.90,+ 33.80,+ 31.85,+ 30.70,+ 2.062,+ 0.997,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1238,2026/02/27 13:09:38,700,+ 52.65,+ 32.85,+ 30.95,+ 33.85,+ 31.85,+ 30.70,+ 2.062,+ 0.997,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1239,2026/02/27 13:09:38,800,+ 52.65,+ 32.90,+ 30.95,+ 33.85,+ 31.80,+ 30.70,+ 2.062,+ 0.997,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1240,2026/02/27 13:09:38,900,+ 52.70,+ 32.90,+ 30.95,+ 33.85,+ 31.85,+ 30.70,+ 2.062,+ 0.996,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1241,2026/02/27 13:09:39,  0,+ 52.65,+ 32.90,+ 30.95,+ 33.85,+ 31.90,+ 30.70,+ 2.062,+ 0.996,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1242,2026/02/27 13:09:39,100,+ 52.70,+ 32.90,+ 30.95,+ 33.85,+ 31.85,+ 30.70,+ 2.062,+ 0.996,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1243,2026/02/27 13:09:39,200,+ 52.70,+ 32.90,+ 31.00,+ 33.90,+ 31.85,+ 30.70,+ 2.062,+ 0.996,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1244,2026/02/27 13:09:39,300,+ 52.65,+ 32.90,+ 31.00,+ 33.90,+ 31.85,+ 30.70,+ 2.061,+ 0.997,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1245,2026/02/27 13:09:39,400,+ 52.65,+ 32.90,+ 31.00,+ 33.85,+ 31.90,+ 30.65,+ 2.061,+ 0.996,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1246,2026/02/27 13:09:39,500,+ 52.65,+ 32.90,+ 30.95,+ 33.90,+ 31.85,+ 30.75,+ 2.061,+ 0.996,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1247,2026/02/27 13:09:39,600,+ 52.75,+ 32.90,+ 31.00,+ 33.90,+ 31.90,+ 30.75,+ 2.061,+ 0.997,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1248,2026/02/27 13:09:39,700,+ 52.70,+ 32.90,+ 31.00,+ 33.90,+ 31.90,+ 30.75,+ 2.060,+ 0.996,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1249,2026/02/27 13:09:39,800,+ 52.70,+ 32.90,+ 31.00,+ 33.90,+ 31.90,+ 30.75,+ 2.060,+ 0.996,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1250,2026/02/27 13:09:39,900,+ 52.70,+ 32.90,+ 31.00,+ 33.90,+ 31.90,+ 30.70,+ 2.060,+ 0.996,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1251,2026/02/27 13:09:40,  0,+ 52.70,+ 32.90,+ 31.00,+ 33.95,+ 31.90,+ 30.70,+ 2.060,+ 0.996,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1252,2026/02/27 13:09:40,100,+ 52.75,+ 32.90,+ 31.05,+ 33.90,+ 31.90,+ 30.75,+ 2.060,+ 0.996,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1253,2026/02/27 13:09:40,200,+ 52.75,+ 32.90,+ 31.05,+ 33.95,+ 31.90,+ 30.75,+ 2.060,+ 0.996,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1254,2026/02/27 13:09:40,300,+ 52.75,+ 32.90,+ 31.05,+ 33.95,+ 31.90,+ 30.70,+ 2.059,+ 0.996,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1255,2026/02/27 13:09:40,400,+ 52.70,+ 32.95,+ 31.05,+ 33.95,+ 31.90,+ 30.70,+ 2.059,+ 0.996,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1256,2026/02/27 13:09:40,500,+ 52.70,+ 32.95,+ 31.05,+ 33.90,+ 31.90,+ 30.75,+ 2.059,+ 0.996,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1257,2026/02/27 13:09:40,600,+ 52.75,+ 32.95,+ 31.05,+ 33.95,+ 31.90,+ 30.75,+ 2.059,+ 0.996,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1258,2026/02/27 13:09:40,700,+ 52.80,+ 32.95,+ 31.05,+ 33.95,+ 31.90,+ 30.85,+ 2.059,+ 0.996,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1259,2026/02/27 13:09:40,800,+ 52.80,+ 32.95,+ 31.10,+ 33.95,+ 31.90,+ 30.80,+ 2.059,+ 0.996,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1260,2026/02/27 13:09:40,900,+ 52.80,+ 32.95,+ 31.05,+ 33.95,+ 31.90,+ 30.80,+ 2.059,+ 0.996,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1261,2026/02/27 13:09:41,  0,+ 52.80,+ 32.95,+ 31.10,+ 33.95,+ 31.90,+ 30.85,+ 2.058,+ 0.996,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1262,2026/02/27 13:09:41,100,+ 52.80,+ 32.95,+ 31.10,+ 33.95,+ 31.90,+ 30.80,+ 2.058,+ 0.996,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1263,2026/02/27 13:09:41,200,+ 52.85,+ 32.95,+ 31.10,+ 33.95,+ 31.95,+ 30.80,+ 2.058,+ 0.996,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1264,2026/02/27 13:09:41,300,+ 52.75,+ 32.95,+ 31.10,+ 33.95,+ 31.95,+ 30.75,+ 2.058,+ 0.996,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1265,2026/02/27 13:09:41,400,+ 52.80,+ 32.95,+ 31.10,+ 33.95,+ 31.90,+ 30.80,+ 2.058,+ 0.996,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1266,2026/02/27 13:09:41,500,+ 52.80,+ 32.95,+ 31.10,+ 33.95,+ 31.95,+ 30.80,+ 2.057,+ 0.996,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1267,2026/02/27 13:09:41,600,+ 52.75,+ 32.95,+ 31.10,+ 33.95,+ 32.00,+ 30.80,+ 2.057,+ 0.995,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1268,2026/02/27 13:09:41,700,+ 52.80,+ 33.00,+ 31.10,+ 34.00,+ 31.95,+ 30.90,+ 2.057,+ 0.995,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1269,2026/02/27 13:09:41,800,+ 52.85,+ 33.00,+ 31.10,+ 34.00,+ 32.00,+ 30.85,+ 2.057,+ 0.995,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1270,2026/02/27 13:09:41,900,+ 52.80,+ 33.00,+ 31.10,+ 34.00,+ 31.95,+ 30.85,+ 2.057,+ 0.995,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1271,2026/02/27 13:09:42,  0,+ 52.80,+ 33.00,+ 31.10,+ 34.00,+ 31.95,+ 30.85,+ 2.057,+ 0.995,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1272,2026/02/27 13:09:42,100,+ 52.90,+ 33.05,+ 31.15,+ 34.00,+ 32.00,+ 30.85,+ 2.057,+ 0.995,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1273,2026/02/27 13:09:42,200,+ 52.90,+ 33.00,+ 31.10,+ 34.00,+ 32.00,+ 30.90,+ 2.056,+ 0.995,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1274,2026/02/27 13:09:42,300,+ 52.90,+ 33.00,+ 31.10,+ 34.05,+ 32.00,+ 30.90,+ 2.056,+ 0.995,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1275,2026/02/27 13:09:42,400,+ 52.90,+ 33.00,+ 31.10,+ 34.00,+ 32.05,+ 30.90,+ 2.056,+ 0.995,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1276,2026/02/27 13:09:42,500,+ 52.95,+ 33.05,+ 31.15,+ 34.00,+ 32.05,+ 30.95,+ 2.056,+ 0.995,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1277,2026/02/27 13:09:42,600,+ 52.95,+ 33.05,+ 31.10,+ 34.00,+ 32.05,+ 30.90,+ 2.056,+ 0.995,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1278,2026/02/27 13:09:42,700,+ 52.90,+ 33.05,+ 31.15,+ 34.10,+ 32.05,+ 30.95,+ 2.056,+ 0.995,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1279,2026/02/27 13:09:42,800,+ 52.95,+ 33.05,+ 31.15,+ 34.05,+ 32.05,+ 30.95,+ 2.055,+ 0.995,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1280,2026/02/27 13:09:42,900,+ 52.95,+ 33.05,+ 31.20,+ 34.05,+ 32.10,+ 30.95,+ 2.055,+ 0.995,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1281,2026/02/27 13:09:43,  0,+ 52.95,+ 33.05,+ 31.15,+ 34.05,+ 32.05,+ 30.95,+ 2.055,+ 0.995,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1282,2026/02/27 13:09:43,100,+ 52.95,+ 33.10,+ 31.20,+ 34.10,+ 32.10,+ 30.95,+ 2.055,+ 0.995,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1283,2026/02/27 13:09:43,200,+ 52.95,+ 33.10,+ 31.20,+ 34.05,+ 32.05,+ 30.95,+ 2.055,+ 0.995,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1284,2026/02/27 13:09:43,300,+ 52.95,+ 33.10,+ 31.20,+ 34.10,+ 32.10,+ 30.95,+ 2.054,+ 0.995,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1285,2026/02/27 13:09:43,400,+ 52.95,+ 33.10,+ 31.20,+ 34.10,+ 32.05,+ 30.95,+ 2.054,+ 0.995,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1286,2026/02/27 13:09:43,500,+ 52.95,+ 33.10,+ 31.20,+ 34.05,+ 32.10,+ 30.95,+ 2.054,+ 0.995,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1287,2026/02/27 13:09:43,600,+ 52.95,+ 33.10,+ 31.25,+ 34.10,+ 32.05,+ 31.00,+ 2.054,+ 0.995,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1288,2026/02/27 13:09:43,700,+ 52.95,+ 33.10,+ 31.20,+ 34.10,+ 32.10,+ 31.00,+ 2.054,+ 0.995,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1289,2026/02/27 13:09:43,800,+ 53.00,+ 33.15,+ 31.20,+ 34.15,+ 32.10,+ 30.95,+ 2.054,+ 0.995,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1290,2026/02/27 13:09:43,900,+ 52.95,+ 33.10,+ 31.25,+ 34.15,+ 32.10,+ 31.00,+ 2.054,+ 0.995,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1291,2026/02/27 13:09:44,  0,+ 52.95,+ 33.15,+ 31.25,+ 34.10,+ 32.15,+ 31.00,+ 2.053,+ 0.995,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1292,2026/02/27 13:09:44,100,+ 53.00,+ 33.10,+ 31.25,+ 34.10,+ 32.10,+ 31.00,+ 2.053,+ 0.995,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1293,2026/02/27 13:09:44,200,+ 53.00,+ 33.15,+ 31.25,+ 34.10,+ 32.10,+ 31.00,+ 2.053,+ 0.995,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1294,2026/02/27 13:09:44,300,+ 53.00,+ 33.15,+ 31.25,+ 34.10,+ 32.15,+ 31.00,+ 2.053,+ 0.995,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1295,2026/02/27 13:09:44,400,+ 53.00,+ 33.10,+ 31.25,+ 34.15,+ 32.15,+ 31.00,+ 2.053,+ 0.995,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1296,2026/02/27 13:09:44,500,+ 53.00,+ 33.15,+ 31.25,+ 34.15,+ 32.15,+ 31.00,+ 2.053,+ 0.995,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1297,2026/02/27 13:09:44,600,+ 53.05,+ 33.15,+ 31.25,+ 34.15,+ 32.15,+ 31.00,+ 2.052,+ 0.995,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1298,2026/02/27 13:09:44,700,+ 53.00,+ 33.15,+ 31.25,+ 34.15,+ 32.15,+ 31.00,+ 2.053,+ 0.995,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1299,2026/02/27 13:09:44,800,+ 53.05,+ 33.15,+ 31.25,+ 34.15,+ 32.15,+ 31.05,+ 2.052,+ 0.995,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1300,2026/02/27 13:09:44,900,+ 53.05,+ 33.15,+ 31.25,+ 34.20,+ 32.15,+ 31.05,+ 2.052,+ 0.994,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1301,2026/02/27 13:09:45,  0,+ 53.00,+ 33.15,+ 31.25,+ 34.15,+ 32.15,+ 31.00,+ 2.051,+ 0.994,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1302,2026/02/27 13:09:45,100,+ 53.00,+ 33.15,+ 31.25,+ 34.15,+ 32.10,+ 31.00,+ 2.052,+ 0.994,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1303,2026/02/27 13:09:45,200,+ 53.00,+ 33.15,+ 31.25,+ 34.10,+ 32.15,+ 31.00,+ 2.051,+ 0.994,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1304,2026/02/27 13:09:45,300,+ 52.95,+ 33.15,+ 31.25,+ 34.15,+ 32.15,+ 31.00,+ 2.051,+ 0.994,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1305,2026/02/27 13:09:45,400,+ 53.00,+ 33.15,+ 31.25,+ 34.15,+ 32.15,+ 31.00,+ 2.051,+ 0.994,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1306,2026/02/27 13:09:45,500,+ 53.00,+ 33.15,+ 31.25,+ 34.15,+ 32.15,+ 31.00,+ 2.051,+ 0.994,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1307,2026/02/27 13:09:45,600,+ 53.05,+ 33.15,+ 31.25,+ 34.15,+ 32.15,+ 31.05,+ 2.051,+ 0.994,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1308,2026/02/27 13:09:45,700,+ 53.00,+ 33.15,+ 31.25,+ 34.15,+ 32.20,+ 31.05,+ 2.051,+ 0.994,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1309,2026/02/27 13:09:45,800,+ 53.05,+ 33.15,+ 31.25,+ 34.20,+ 32.15,+ 31.00,+ 2.050,+ 0.994,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1310,2026/02/27 13:09:45,900,+ 53.05,+ 33.15,+ 31.25,+ 34.15,+ 32.20,+ 31.05,+ 2.050,+ 0.994,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1311,2026/02/27 13:09:46,  0,+ 53.05,+ 33.20,+ 31.30,+ 34.20,+ 32.20,+ 31.05,+ 2.050,+ 0.994,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1312,2026/02/27 13:09:46,100,+ 53.05,+ 33.20,+ 31.30,+ 34.20,+ 32.20,+ 31.05,+ 2.050,+ 0.994,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1313,2026/02/27 13:09:46,200,+ 53.05,+ 33.20,+ 31.30,+ 34.25,+ 32.20,+ 31.00,+ 2.050,+ 0.994,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1314,2026/02/27 13:09:46,300,+ 53.05,+ 33.15,+ 31.30,+ 34.20,+ 32.20,+ 31.05,+ 2.050,+ 0.994,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1315,2026/02/27 13:09:46,400,+ 53.05,+ 33.20,+ 31.25,+ 34.25,+ 32.20,+ 31.05,+ 2.049,+ 0.994,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1316,2026/02/27 13:09:46,500,+ 53.10,+ 33.25,+ 31.30,+ 34.20,+ 32.20,+ 31.10,+ 2.049,+ 0.994,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1317,2026/02/27 13:09:46,600,+ 53.15,+ 33.30,+ 31.35,+ 34.25,+ 32.25,+ 31.10,+ 2.049,+ 0.994,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1318,2026/02/27 13:09:46,700,+ 53.20,+ 33.25,+ 31.35,+ 34.25,+ 32.25,+ 31.10,+ 2.049,+ 0.994,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1319,2026/02/27 13:09:46,800,+ 53.20,+ 33.25,+ 31.35,+ 34.25,+ 32.30,+ 31.15,+ 2.049,+ 0.994,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1320,2026/02/27 13:09:46,900,+ 53.15,+ 33.25,+ 31.35,+ 34.25,+ 32.25,+ 31.15,+ 2.049,+ 0.994,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1321,2026/02/27 13:09:47,  0,+ 53.15,+ 33.30,+ 31.35,+ 34.25,+ 32.30,+ 31.15,+ 2.048,+ 0.994,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1322,2026/02/27 13:09:47,100,+ 53.15,+ 33.30,+ 31.35,+ 34.25,+ 32.25,+ 31.15,+ 2.048,+ 0.994,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1323,2026/02/27 13:09:47,200,+ 53.20,+ 33.30,+ 31.35,+ 34.25,+ 32.25,+ 31.20,+ 2.048,+ 0.993,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1324,2026/02/27 13:09:47,300,+ 53.15,+ 33.30,+ 31.35,+ 34.30,+ 32.25,+ 31.15,+ 2.048,+ 0.993,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1325,2026/02/27 13:09:47,400,+ 53.25,+ 33.30,+ 31.35,+ 34.30,+ 32.30,+ 31.20,+ 2.048,+ 0.994,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1326,2026/02/27 13:09:47,500,+ 53.20,+ 33.30,+ 31.35,+ 34.25,+ 32.30,+ 31.20,+ 2.047,+ 0.993,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1327,2026/02/27 13:09:47,600,+ 53.25,+ 33.35,+ 31.40,+ 34.30,+ 32.30,+ 31.15,+ 2.047,+ 0.993,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1328,2026/02/27 13:09:47,700,+ 53.25,+ 33.30,+ 31.40,+ 34.30,+ 32.30,+ 31.15,+ 2.047,+ 0.994,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1329,2026/02/27 13:09:47,800,+ 53.25,+ 33.35,+ 31.40,+ 34.30,+ 32.30,+ 31.20,+ 2.047,+ 0.993,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1330,2026/02/27 13:09:47,900,+ 53.20,+ 33.35,+ 31.40,+ 34.30,+ 32.35,+ 31.20,+ 2.047,+ 0.993,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1331,2026/02/27 13:09:48,  0,+ 53.20,+ 33.35,+ 31.40,+ 34.35,+ 32.35,+ 31.20,+ 2.046,+ 0.993,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1332,2026/02/27 13:09:48,100,+ 53.20,+ 33.35,+ 31.40,+ 34.35,+ 32.30,+ 31.25,+ 2.046,+ 0.993,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1333,2026/02/27 13:09:48,200,+ 53.25,+ 33.40,+ 31.40,+ 34.35,+ 32.35,+ 31.20,+ 2.046,+ 0.993,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1334,2026/02/27 13:09:48,300,+ 53.25,+ 33.35,+ 31.45,+ 34.30,+ 32.35,+ 31.20,+ 2.046,+ 0.993,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1335,2026/02/27 13:09:48,400,+ 53.25,+ 33.35,+ 31.45,+ 34.35,+ 32.35,+ 31.25,+ 2.046,+ 0.993,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1336,2026/02/27 13:09:48,500,+ 53.25,+ 33.40,+ 31.40,+ 34.35,+ 32.35,+ 31.25,+ 2.046,+ 0.993,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1337,2026/02/27 13:09:48,600,+ 53.25,+ 33.40,+ 31.40,+ 34.35,+ 32.35,+ 31.20,+ 2.046,+ 0.993,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1338,2026/02/27 13:09:48,700,+ 53.25,+ 33.40,+ 31.45,+ 34.35,+ 32.35,+ 31.20,+ 2.046,+ 0.993,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1339,2026/02/27 13:09:48,800,+ 53.25,+ 33.40,+ 31.45,+ 34.35,+ 32.40,+ 31.25,+ 2.045,+ 0.993,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1340,2026/02/27 13:09:48,900,+ 53.25,+ 33.45,+ 31.50,+ 34.40,+ 32.40,+ 31.25,+ 2.045,+ 0.993,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1341,2026/02/27 13:09:49,  0,+ 53.30,+ 33.45,+ 31.45,+ 34.35,+ 32.40,+ 31.25,+ 2.045,+ 0.993,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1342,2026/02/27 13:09:49,100,+ 53.30,+ 33.45,+ 31.50,+ 34.40,+ 32.40,+ 31.25,+ 2.045,+ 0.993,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1343,2026/02/27 13:09:49,200,+ 53.30,+ 33.40,+ 31.50,+ 34.40,+ 32.35,+ 31.25,+ 2.045,+ 0.993,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1344,2026/02/27 13:09:49,300,+ 53.25,+ 33.45,+ 31.50,+ 34.40,+ 32.40,+ 31.25,+ 2.045,+ 0.993,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1345,2026/02/27 13:09:49,400,+ 53.30,+ 33.45,+ 31.50,+ 34.40,+ 32.40,+ 31.25,+ 2.044,+ 0.993,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1346,2026/02/27 13:09:49,500,+ 53.30,+ 33.45,+ 31.45,+ 34.40,+ 32.45,+ 31.25,+ 2.044,+ 0.993,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1347,2026/02/27 13:09:49,600,+ 53.30,+ 33.45,+ 31.50,+ 34.40,+ 32.45,+ 31.25,+ 2.044,+ 0.993,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1348,2026/02/27 13:09:49,700,+ 53.35,+ 33.45,+ 31.50,+ 34.40,+ 32.45,+ 31.25,+ 2.044,+ 0.993,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1349,2026/02/27 13:09:49,800,+ 53.30,+ 33.45,+ 31.50,+ 34.45,+ 32.40,+ 31.25,+ 2.044,+ 0.993,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1350,2026/02/27 13:09:49,900,+ 53.35,+ 33.45,+ 31.55,+ 34.45,+ 32.45,+ 31.25,+ 2.043,+ 0.993,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1351,2026/02/27 13:09:50,  0,+ 53.30,+ 33.45,+ 31.50,+ 34.45,+ 32.45,+ 31.25,+ 2.043,+ 0.993,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1352,2026/02/27 13:09:50,100,+ 53.35,+ 33.45,+ 31.55,+ 34.45,+ 32.45,+ 31.25,+ 2.043,+ 0.993,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1353,2026/02/27 13:09:50,200,+ 53.35,+ 33.45,+ 31.55,+ 34.40,+ 32.45,+ 31.25,+ 2.043,+ 0.993,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1354,2026/02/27 13:09:50,300,+ 53.35,+ 33.50,+ 31.55,+ 34.40,+ 32.45,+ 31.25,+ 2.043,+ 0.993,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1355,2026/02/27 13:09:50,400,+ 53.35,+ 33.50,+ 31.55,+ 34.40,+ 32.45,+ 31.25,+ 2.043,+ 0.993,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1356,2026/02/27 13:09:50,500,+ 53.35,+ 33.45,+ 31.55,+ 34.50,+ 32.50,+ 31.30,+ 2.043,+ 0.993,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1357,2026/02/27 13:09:50,600,+ 53.35,+ 33.45,+ 31.60,+ 34.45,+ 32.50,+ 31.25,+ 2.042,+ 0.993,LLLLLLLLLL,LLLLLLLLLL,LLLL
      1358,2026/02/27 13:09:50,700,+ 53.35,+ 33.50,+ 31.60,+ 34.45,+ 32.50,+ 31.30,+ 2.043,+ 0.993,LLLLLLLLLL,LLLLLLLLLL,LLLL
